,c,base_eff,base_coverage,base_violation,eff,coverage,violation
0,0.01,tensor(2.8305),tensor(0.9005),tensor(0.2580),tensor(5.1718),tensor(0.9733),tensor(0.)
0,0.01,tensor(2.8233),tensor(0.8995),tensor(0.3828),tensor(5.1713),tensor(0.9730),tensor(0.)
0,0.01,tensor(2.8265),tensor(0.9000),tensor(0.3079),tensor(5.1715),tensor(0.9732),tensor(0.)
0,0.01,tensor(2.8308),tensor(0.9005),tensor(0.2870),tensor(5.1723),tensor(0.9735),tensor(0.)
0,0.01,tensor(2.8277),tensor(0.9000),tensor(0.3929),tensor(5.1720),tensor(0.9738),tensor(0.)
0,0.01,tensor(2.8246),tensor(0.8997),tensor(0.1802),tensor(5.1708),tensor(0.9732),tensor(0.)
0,0.01,tensor(2.8244),tensor(0.8995),tensor(0.2775),tensor(5.1709),tensor(0.9732),tensor(0.)
0,0.01,tensor(2.8324),tensor(0.9008),tensor(0.4128),tensor(5.1724),tensor(0.9737),tensor(0.)
0,0.01,tensor(2.8290),tensor(0.9001),tensor(0.1954),tensor(5.1717),tensor(0.9732),tensor(0.)
0,0.01,tensor(2.8274),tensor(0.8999),tensor(0.4929),tensor(5.1717),tensor(0.9732),tensor(0.)
0,0.05,tensor(2.8305),tensor(0.9005),tensor(0.2580),tensor(3.6960),tensor(0.9455),tensor(0.0540)
0,0.05,tensor(2.8233),tensor(0.8995),tensor(0.3828),tensor(3.7103),tensor(0.9477),tensor(0.0502)
0,0.05,tensor(2.8265),tensor(0.9000),tensor(0.3079),tensor(3.5838),tensor(0.9417),tensor(0.0553)
0,0.05,tensor(2.8308),tensor(0.9005),tensor(0.2870),tensor(3.6805),tensor(0.9474),tensor(0.0449)
0,0.05,tensor(2.8277),tensor(0.9000),tensor(0.3929),tensor(3.6603),tensor(0.9452),tensor(0.0568)
0,0.05,tensor(2.8246),tensor(0.8997),tensor(0.1802),tensor(3.7445),tensor(0.9504),tensor(0.0526)
0,0.05,tensor(2.8244),tensor(0.8995),tensor(0.2775),tensor(3.5856),tensor(0.9422),tensor(0.0567)
0,0.05,tensor(2.8324),tensor(0.9008),tensor(0.4128),tensor(3.5708),tensor(0.9387),tensor(0.1127)
0,0.05,tensor(2.8290),tensor(0.9001),tensor(0.1954),tensor(3.5980),tensor(0.9411),tensor(0.0555)
0,0.05,tensor(2.8274),tensor(0.8999),tensor(0.4929),tensor(3.7870),tensor(0.9518),tensor(0.0466)
0,0.1,tensor(2.8305),tensor(0.9005),tensor(0.2580),tensor(3.0591),tensor(0.9157),tensor(0.1087)
0,0.1,tensor(2.8233),tensor(0.8995),tensor(0.3828),tensor(3.1035),tensor(0.9180),tensor(0.0850)
0,0.1,tensor(2.8265),tensor(0.9000),tensor(0.3079),tensor(3.0394),tensor(0.9150),tensor(0.1057)
0,0.1,tensor(2.8308),tensor(0.9005),tensor(0.2870),tensor(3.0561),tensor(0.9157),tensor(0.1184)
0,0.1,tensor(2.8277),tensor(0.9000),tensor(0.3929),tensor(3.0927),tensor(0.9172),tensor(0.0922)
0,0.1,tensor(2.8246),tensor(0.8997),tensor(0.1802),tensor(3.0467),tensor(0.9159),tensor(0.1175)
0,0.1,tensor(2.8244),tensor(0.8995),tensor(0.2775),tensor(3.0290),tensor(0.9143),tensor(0.1461)
0,0.1,tensor(2.8324),tensor(0.9008),tensor(0.4128),tensor(3.0491),tensor(0.9160),tensor(0.1221)
0,0.1,tensor(2.8290),tensor(0.9001),tensor(0.1954),tensor(3.0793),tensor(0.9179),tensor(0.0929)
0,0.1,tensor(2.8274),tensor(0.8999),tensor(0.4929),tensor(3.0516),tensor(0.9130),tensor(0.3460)
0,0.15,tensor(2.8305),tensor(0.9005),tensor(0.2580),tensor(2.9348),tensor(0.9095),tensor(0.1203)
0,0.15,tensor(2.8233),tensor(0.8995),tensor(0.3828),tensor(2.9009),tensor(0.9070),tensor(0.1366)
0,0.15,tensor(2.8265),tensor(0.9000),tensor(0.3079),tensor(2.8531),tensor(0.9031),tensor(0.1701)
0,0.15,tensor(2.8308),tensor(0.9005),tensor(0.2870),tensor(2.8547),tensor(0.9031),tensor(0.1935)
0,0.15,tensor(2.8277),tensor(0.9000),tensor(0.3929),tensor(2.9201),tensor(0.9087),tensor(0.1308)
0,0.15,tensor(2.8246),tensor(0.8997),tensor(0.1802),tensor(2.8583),tensor(0.9034),tensor(0.1693)
0,0.15,tensor(2.8244),tensor(0.8995),tensor(0.2775),tensor(2.8373),tensor(0.9010),tensor(0.2390)
0,0.15,tensor(2.8324),tensor(0.9008),tensor(0.4128),tensor(2.8622),tensor(0.9041),tensor(0.1712)
0,0.15,tensor(2.8290),tensor(0.9001),tensor(0.1954),tensor(2.8859),tensor(0.9059),tensor(0.1657)
0,0.15,tensor(2.8274),tensor(0.8999),tensor(0.4929),tensor(2.8916),tensor(0.9053),tensor(0.3230)
0,0.2,tensor(2.8305),tensor(0.9005),tensor(0.2580),tensor(2.8558),tensor(0.9033),tensor(0.1218)
0,0.2,tensor(2.8233),tensor(0.8995),tensor(0.3828),tensor(2.8499),tensor(0.9026),tensor(0.1462)
0,0.2,tensor(2.8265),tensor(0.9000),tensor(0.3079),tensor(2.8413),tensor(0.9018),tensor(0.1853)
0,0.2,tensor(2.8308),tensor(0.9005),tensor(0.2870),tensor(2.8403),tensor(0.9016),tensor(0.2470)
