,c,base_eff,base_coverage,base_violation,eff,coverage,violation
0,0.01,tensor(2.3441),tensor(0.8855),tensor(0.0442),tensor(3.8609),tensor(0.9964),tensor(0.0014)
0,0.01,tensor(2.4459),tensor(0.8991),tensor(0.0339),tensor(3.8086),tensor(0.9959),tensor(0.0043)
0,0.01,tensor(2.4818),tensor(0.9073),tensor(0.0265),tensor(3.7368),tensor(0.9955),tensor(0.0065)
0,0.01,tensor(2.5041),tensor(0.9032),tensor(0.0797),tensor(3.8891),tensor(0.9986),tensor(0.0042)
0,0.01,tensor(2.4055),tensor(0.8955),tensor(0.0520),tensor(3.7355),tensor(0.9977),tensor(0.0014)
0,0.01,tensor(2.5432),tensor(0.9145),tensor(0.0364),tensor(3.5805),tensor(0.9927),tensor(0.0032)
0,0.01,tensor(2.4964),tensor(0.9082),tensor(0.0318),tensor(3.8205),tensor(0.9955),tensor(0.0029)
0,0.01,tensor(2.5423),tensor(0.9141),tensor(0.0401),tensor(3.7464),tensor(0.9950),tensor(0.0018)
0,0.01,tensor(2.4295),tensor(0.8950),tensor(0.0399),tensor(3.5064),tensor(0.9941),tensor(0.0147)
0,0.01,tensor(2.5491),tensor(0.9159),tensor(0.0411),tensor(3.5623),tensor(0.9932),tensor(0.0041)
0,0.05,tensor(2.4723),tensor(0.8977),tensor(0.0531),tensor(2.4723),tensor(0.8977),tensor(0.0531)
0,0.05,tensor(2.4609),tensor(0.8927),tensor(0.0462),tensor(3.2432),tensor(0.9741),tensor(0.0240)
0,0.05,tensor(2.5936),tensor(0.9223),tensor(0.0252),tensor(3.1205),tensor(0.9723),tensor(0.0218)
0,0.05,tensor(2.4595),tensor(0.8964),tensor(0.0753),tensor(2.4595),tensor(0.8964),tensor(0.0753)
0,0.05,tensor(2.4609),tensor(0.8986),tensor(0.0477),tensor(2.5664),tensor(0.9123),tensor(0.0507)
0,0.05,tensor(2.5595),tensor(0.9168),tensor(0.0500),tensor(2.9877),tensor(0.9568),tensor(0.0250)
0,0.05,tensor(2.5223),tensor(0.9118),tensor(0.0342),tensor(2.7668),tensor(0.9377),tensor(0.0269)
0,0.05,tensor(2.5505),tensor(0.9114),tensor(0.0274),tensor(2.6127),tensor(0.9191),tensor(0.0271)
0,0.05,tensor(2.4409),tensor(0.8941),tensor(0.0509),tensor(2.7418),tensor(0.9323),tensor(0.0380)
0,0.05,tensor(2.6109),tensor(0.9223),tensor(0.0436),tensor(2.7486),tensor(0.9336),tensor(0.0358)
0,0.1,tensor(2.4595),tensor(0.8995),tensor(0.0399),tensor(2.4595),tensor(0.8995),tensor(0.0399)
0,0.1,tensor(2.4764),tensor(0.8995),tensor(0.0421),tensor(2.4764),tensor(0.8995),tensor(0.0421)
0,0.1,tensor(2.5168),tensor(0.9173),tensor(0.0305),tensor(2.5168),tensor(0.9173),tensor(0.0305)
0,0.1,tensor(2.4282),tensor(0.8886),tensor(0.0714),tensor(2.4282),tensor(0.8886),tensor(0.0714)
0,0.1,tensor(2.4509),tensor(0.8968),tensor(0.0568),tensor(2.4509),tensor(0.8968),tensor(0.0568)
0,0.1,tensor(2.5255),tensor(0.9136),tensor(0.0459),tensor(2.5255),tensor(0.9136),tensor(0.0459)
0,0.1,tensor(2.4955),tensor(0.9086),tensor(0.0437),tensor(2.4955),tensor(0.9086),tensor(0.0437)
0,0.1,tensor(2.5427),tensor(0.9136),tensor(0.0376),tensor(2.5427),tensor(0.9136),tensor(0.0376)
0,0.1,tensor(2.4259),tensor(0.8900),tensor(0.0387),tensor(2.4259),tensor(0.8900),tensor(0.0387)
0,0.1,tensor(2.4891),tensor(0.9073),tensor(0.0348),tensor(2.4891),tensor(0.9073),tensor(0.0348)
0,0.15,tensor(2.5018),tensor(0.9005),tensor(0.0385),tensor(2.5018),tensor(0.9005),tensor(0.0385)
0,0.15,tensor(2.3541),tensor(0.8877),tensor(0.0480),tensor(2.3541),tensor(0.8877),tensor(0.0480)
0,0.15,tensor(2.5664),tensor(0.9232),tensor(0.0400),tensor(2.5664),tensor(0.9232),tensor(0.0400)
0,0.15,tensor(2.5582),tensor(0.9055),tensor(0.0762),tensor(2.5582),tensor(0.9055),tensor(0.0762)
0,0.15,tensor(2.5164),tensor(0.9027),tensor(0.0643),tensor(2.5164),tensor(0.9027),tensor(0.0643)
0,0.15,tensor(2.4659),tensor(0.9086),tensor(0.0394),tensor(2.4659),tensor(0.9086),tensor(0.0394)
0,0.15,tensor(2.4291),tensor(0.8941),tensor(0.0328),tensor(2.4291),tensor(0.8941),tensor(0.0328)
0,0.15,tensor(2.5191),tensor(0.9100),tensor(0.0363),tensor(2.5191),tensor(0.9100),tensor(0.0363)
0,0.15,tensor(2.3977),tensor(0.8886),tensor(0.0482),tensor(2.3977),tensor(0.8886),tensor(0.0482)
0,0.15,tensor(2.5000),tensor(0.9077),tensor(0.0589),tensor(2.5000),tensor(0.9077),tensor(0.0589)
0,0.2,tensor(2.4659),tensor(0.8927),tensor(0.0474),tensor(2.4659),tensor(0.8927),tensor(0.0474)
0,0.2,tensor(2.4532),tensor(0.8945),tensor(0.0451),tensor(2.4532),tensor(0.8945),tensor(0.0451)
0,0.2,tensor(2.5618),tensor(0.9159),tensor(0.0348),tensor(2.5618),tensor(0.9159),tensor(0.0348)
0,0.2,tensor(2.4482),tensor(0.8955),tensor(0.0813),tensor(2.4482),tensor(0.8955),tensor(0.0813)
0,0.2,tensor(2.4827),tensor(0.9023),tensor(0.0611),tensor(2.4827),tensor(0.9023),tensor(0.0611)
0,0.2,tensor(2.4350),tensor(0.9041),tensor(0.0403),tensor(2.4350),tensor(0.9041),tensor(0.0403)
0,0.2,tensor(2.5918),tensor(0.9186),tensor(0.0461),tensor(2.5918),tensor(0.9186),tensor(0.0461)
0,0.2,tensor(2.5714),tensor(0.9127),tensor(0.0401),tensor(2.5714),tensor(0.9127),tensor(0.0401)
0,0.2,tensor(2.4105),tensor(0.8964),tensor(0.0493),tensor(2.4105),tensor(0.8964),tensor(0.0493)
0,0.2,tensor(2.5264),tensor(0.9105),tensor(0.0430),tensor(2.5264),tensor(0.9105),tensor(0.0430)
