0,0.05,tensor(3.0735),tensor(0.8983),tensor(0.2471),tensor(3.3081),tensor(0.9597),tensor(0.0535)
0,0.05,tensor(3.0975),tensor(0.8988),tensor(0.2376),tensor(3.2936),tensor(0.9524),tensor(0.0823)
0,0.05,tensor(3.0604),tensor(0.9068),tensor(0.2292),tensor(3.2705),tensor(0.9597),tensor(0.0624)
0,0.05,tensor(3.0624),tensor(0.8948),tensor(0.2527),tensor(3.2634),tensor(0.9483),tensor(0.0623)
0,0.05,tensor(3.0164),tensor(0.8940),tensor(0.2235),tensor(3.2592),tensor(0.9539),tensor(0.0529)
0,0.05,tensor(3.1073),tensor(0.8963),tensor(0.2449),tensor(3.3233),tensor(0.9527),tensor(0.0884)
0,0.05,tensor(3.1620),tensor(0.9100),tensor(0.2468),tensor(3.3777),tensor(0.9655),tensor(0.0499)
0,0.05,tensor(3.0225),tensor(0.9039),tensor(0.2301),tensor(3.2125),tensor(0.9520),tensor(0.0797)
0,0.05,tensor(3.0911),tensor(0.8988),tensor(0.2367),tensor(3.3172),tensor(0.9575),tensor(0.0569)
0,0.05,tensor(3.1762),tensor(0.9117),tensor(0.2057),tensor(3.3378),tensor(0.9547),tensor(0.0438)
0,0.1,tensor(3.1041),tensor(0.9003),tensor(0.2329),tensor(3.2522),tensor(0.9440),tensor(0.0934)
0,0.1,tensor(3.1145),tensor(0.8984),tensor(0.2379),tensor(3.2298),tensor(0.9328),tensor(0.1357)
0,0.1,tensor(3.1784),tensor(0.9092),tensor(0.2223),tensor(3.2778),tensor(0.9368),tensor(0.1020)
0,0.1,tensor(3.0536),tensor(0.8949),tensor(0.2496),tensor(3.2172),tensor(0.9396),tensor(0.1036)
0,0.1,tensor(3.0265),tensor(0.8943),tensor(0.2230),tensor(3.2169),tensor(0.9425),tensor(0.1023)
0,0.1,tensor(3.1277),tensor(0.8935),tensor(0.2393),tensor(3.2824),tensor(0.9377),tensor(0.1104)
0,0.1,tensor(3.1792),tensor(0.9116),tensor(0.2452),tensor(3.3228),tensor(0.9507),tensor(0.0915)
0,0.1,tensor(3.0219),tensor(0.9061),tensor(0.2431),tensor(3.1556),tensor(0.9387),tensor(0.1477)
0,0.1,tensor(3.0736),tensor(0.8979),tensor(0.2351),tensor(3.2565),tensor(0.9444),tensor(0.1044)
0,0.1,tensor(3.1845),tensor(0.9101),tensor(0.2062),tensor(3.2852),tensor(0.9391),tensor(0.0929)
0,0.15,tensor(3.1033),tensor(0.8995),tensor(0.2372),tensor(3.1942),tensor(0.9300),tensor(0.1463)
0,0.15,tensor(3.1140),tensor(0.8983),tensor(0.2398),tensor(3.2024),tensor(0.9292),tensor(0.1385)
0,0.15,tensor(3.1797),tensor(0.9095),tensor(0.2226),tensor(3.2368),tensor(0.9244),tensor(0.1536)
0,0.15,tensor(3.0472),tensor(0.8939),tensor(0.2493),tensor(3.1356),tensor(0.9156),tensor(0.1643)
0,0.15,tensor(3.0315),tensor(0.8945),tensor(0.2295),tensor(3.1412),tensor(0.9265),tensor(0.1509)
0,0.15,tensor(3.1314),tensor(0.8943),tensor(0.2387),tensor(3.2216),tensor(0.9223),tensor(0.1635)
0,0.15,tensor(3.1854),tensor(0.9123),tensor(0.2435),tensor(3.2790),tensor(0.9400),tensor(0.1313)
0,0.15,tensor(3.0675),tensor(0.9036),tensor(0.2353),tensor(3.1517),tensor(0.9276),tensor(0.1479)
0,0.15,tensor(3.0676),tensor(0.8977),tensor(0.2391),tensor(3.1918),tensor(0.9281),tensor(0.1571)
0,0.15,tensor(3.1805),tensor(0.9105),tensor(0.2057),tensor(3.2412),tensor(0.9297),tensor(0.1426)
0,0.2,tensor(3.1330),tensor(0.9016),tensor(0.2473),tensor(3.1704),tensor(0.9115),tensor(0.2019)
0,0.2,tensor(3.1169),tensor(0.8987),tensor(0.2406),tensor(3.1592),tensor(0.9113),tensor(0.1936)
0,0.2,tensor(3.1808),tensor(0.9095),tensor(0.2215),tensor(3.1996),tensor(0.9127),tensor(0.2064)
0,0.2,tensor(3.0497),tensor(0.8929),tensor(0.2522),tensor(3.0840),tensor(0.9037),tensor(0.2232)
0,0.2,tensor(3.0253),tensor(0.8944),tensor(0.2281),tensor(3.0787),tensor(0.9075),tensor(0.1816)
0,0.2,tensor(3.1377),tensor(0.8953),tensor(0.2387),tensor(3.1829),tensor(0.9084),tensor(0.1888)
0,0.2,tensor(3.1818),tensor(0.9109),tensor(0.2452),tensor(3.2352),tensor(0.9268),tensor(0.1826)
0,0.2,tensor(3.0809),tensor(0.9035),tensor(0.2388),tensor(3.1152),tensor(0.9121),tensor(0.1990)
0,0.2,tensor(3.0727),tensor(0.8977),tensor(0.2391),tensor(3.1164),tensor(0.9107),tensor(0.2022)
0,0.2,tensor(3.1762),tensor(0.9103),tensor(0.2054),tensor(3.2020),tensor(0.9165),tensor(0.1885)
