,c,base_eff,base_coverage,base_violation,eff,coverage,violation
0,0.01,tensor(2.3441),tensor(0.8855),tensor(0.0442),tensor(2.9182),tensor(0.9068),tensor(0.0116)
0,0.01,tensor(2.4459),tensor(0.8991),tensor(0.0339),tensor(3.5223),tensor(0.9750),tensor(0.0066)
0,0.01,tensor(2.4818),tensor(0.9073),tensor(0.0265),tensor(3.3232),tensor(0.9632),tensor(0.0066)
0,0.01,tensor(2.5041),tensor(0.9032),tensor(0.0797),tensor(3.2505),tensor(0.9400),tensor(0.0042)
0,0.01,tensor(2.4055),tensor(0.8955),tensor(0.0520),tensor(3.2559),tensor(0.9464),tensor(0.0161)
0,0.01,tensor(2.5432),tensor(0.9145),tensor(0.0364),tensor(3.0468),tensor(0.9459),tensor(0.0317)
0,0.01,tensor(2.4964),tensor(0.9082),tensor(0.0318),tensor(3.0418),tensor(0.9282),tensor(0.0155)
0,0.01,tensor(2.5423),tensor(0.9141),tensor(0.0401),tensor(3.3805),tensor(0.9609),tensor(0.0048)
0,0.01,tensor(2.4295),tensor(0.8950),tensor(0.0399),tensor(2.9373),tensor(0.9400),tensor(0.0206)
0,0.01,tensor(2.5491),tensor(0.9159),tensor(0.0411),tensor(2.8223),tensor(0.9250),tensor(0.0091)
0,0.05,tensor(2.4723),tensor(0.8977),tensor(0.0531),tensor(2.4723),tensor(0.8977),tensor(0.0531)
0,0.05,tensor(2.4609),tensor(0.8927),tensor(0.0462),tensor(2.5705),tensor(0.8986),tensor(0.0240)
0,0.05,tensor(2.5936),tensor(0.9223),tensor(0.0252),tensor(2.6695),tensor(0.9245),tensor(0.0218)
0,0.05,tensor(2.4595),tensor(0.8964),tensor(0.0753),tensor(2.4595),tensor(0.8964),tensor(0.0753)
0,0.05,tensor(2.4609),tensor(0.8986),tensor(0.0477),tensor(2.4645),tensor(0.8995),tensor(0.0507)
0,0.05,tensor(2.5595),tensor(0.9168),tensor(0.0500),tensor(2.6132),tensor(0.9200),tensor(0.0250)
0,0.05,tensor(2.5223),tensor(0.9118),tensor(0.0342),tensor(2.5409),tensor(0.9136),tensor(0.0269)
0,0.05,tensor(2.5505),tensor(0.9114),tensor(0.0274),tensor(2.5573),tensor(0.9114),tensor(0.0271)
0,0.05,tensor(2.4409),tensor(0.8941),tensor(0.0509),tensor(2.5145),tensor(0.9045),tensor(0.0380)
0,0.05,tensor(2.6109),tensor(0.9223),tensor(0.0436),tensor(2.6209),tensor(0.9236),tensor(0.0358)
0,0.1,tensor(2.4595),tensor(0.8995),tensor(0.0399),tensor(2.4595),tensor(0.8995),tensor(0.0399)
0,0.1,tensor(2.4764),tensor(0.8995),tensor(0.0421),tensor(2.4764),tensor(0.8995),tensor(0.0421)
0,0.1,tensor(2.5168),tensor(0.9173),tensor(0.0305),tensor(2.5168),tensor(0.9173),tensor(0.0305)
0,0.1,tensor(2.4282),tensor(0.8886),tensor(0.0714),tensor(2.4282),tensor(0.8886),tensor(0.0714)
