,c,base_eff,base_coverage,base_violation,eff,coverage,violation
0,0.01,tensor(2.3486),tensor(0.9050),tensor(0.0560),tensor(2.6232),tensor(0.9164),tensor(0.0126)
0,0.01,tensor(2.3027),tensor(0.8914),tensor(0.0519),tensor(2.8023),tensor(0.9250),tensor(0.0114)
0,0.01,tensor(2.3782),tensor(0.9141),tensor(0.0391),tensor(2.8827),tensor(0.9477),tensor(0.0064)
0,0.01,tensor(2.3268),tensor(0.8950),tensor(0.0770),tensor(2.3705),tensor(0.9009),tensor(0.0694)
0,0.01,tensor(2.3373),tensor(0.8991),tensor(0.0615),tensor(2.5936),tensor(0.9241),tensor(0.0396)
0,0.01,tensor(2.3964),tensor(0.9141),tensor(0.0402),tensor(2.6505),tensor(0.9223),tensor(0.0125)
0,0.01,tensor(2.2995),tensor(0.8955),tensor(0.0457),tensor(2.6223),tensor(0.9105),tensor(0.0241)
0,0.01,tensor(2.3586),tensor(0.9045),tensor(0.0536),tensor(2.7027),tensor(0.9273),tensor(0.0139)
0,0.01,tensor(2.3223),tensor(0.8982),tensor(0.0489),tensor(2.7959),tensor(0.9455),tensor(0.0329)
0,0.01,tensor(2.3627),tensor(0.9077),tensor(0.0470),tensor(2.7550),tensor(0.9336),tensor(0.0154)
0,0.05,tensor(2.3486),tensor(0.9050),tensor(0.0560),tensor(2.3486),tensor(0.9050),tensor(0.0560)
0,0.05,tensor(2.3027),tensor(0.8914),tensor(0.0519),tensor(2.3209),tensor(0.8932),tensor(0.0378)
0,0.05,tensor(2.3782),tensor(0.9141),tensor(0.0391),tensor(2.3882),tensor(0.9150),tensor(0.0345)
0,0.05,tensor(2.3268),tensor(0.8950),tensor(0.0770),tensor(2.3268),tensor(0.8950),tensor(0.0770)
0,0.05,tensor(2.3373),tensor(0.8991),tensor(0.0615),tensor(2.3373),tensor(0.8991),tensor(0.0615)
0,0.05,tensor(2.3964),tensor(0.9141),tensor(0.0402),tensor(2.4136),tensor(0.9155),tensor(0.0281)
0,0.05,tensor(2.2995),tensor(0.8955),tensor(0.0457),tensor(2.3205),tensor(0.8973),tensor(0.0330)
0,0.05,tensor(2.3586),tensor(0.9045),tensor(0.0536),tensor(2.3591),tensor(0.9045),tensor(0.0521)
0,0.05,tensor(2.3223),tensor(0.8982),tensor(0.0489),tensor(2.3377),tensor(0.9000),tensor(0.0406)
0,0.05,tensor(2.3627),tensor(0.9077),tensor(0.0470),tensor(2.3695),tensor(0.9082),tensor(0.0445)
0,0.1,tensor(2.3486),tensor(0.9050),tensor(0.0560),tensor(2.3486),tensor(0.9050),tensor(0.0560)
0,0.1,tensor(2.3027),tensor(0.8914),tensor(0.0519),tensor(2.3027),tensor(0.8914),tensor(0.0519)
0,0.1,tensor(2.3782),tensor(0.9141),tensor(0.0391),tensor(2.3782),tensor(0.9141),tensor(0.0391)
0,0.1,tensor(2.3268),tensor(0.8950),tensor(0.0770),tensor(2.3268),tensor(0.8950),tensor(0.0770)
0,0.1,tensor(2.3373),tensor(0.8991),tensor(0.0615),tensor(2.3373),tensor(0.8991),tensor(0.0615)
0,0.1,tensor(2.3964),tensor(0.9141),tensor(0.0402),tensor(2.3964),tensor(0.9141),tensor(0.0402)
0,0.1,tensor(2.2995),tensor(0.8955),tensor(0.0457),tensor(2.2995),tensor(0.8955),tensor(0.0457)
0,0.1,tensor(2.3586),tensor(0.9045),tensor(0.0536),tensor(2.3586),tensor(0.9045),tensor(0.0536)
0,0.1,tensor(2.3223),tensor(0.8982),tensor(0.0489),tensor(2.3223),tensor(0.8982),tensor(0.0489)
0,0.1,tensor(2.3627),tensor(0.9077),tensor(0.0470),tensor(2.3627),tensor(0.9077),tensor(0.0470)
0,0.15,tensor(2.3486),tensor(0.9050),tensor(0.0560),tensor(2.3486),tensor(0.9050),tensor(0.0560)
