0,0.8,tensor(2.5723),tensor(0.8941),tensor(0.5394),tensor(3.0400),tensor(0.9668),tensor(0.7733)
0,0.8,tensor(2.6136),tensor(0.9132),tensor(0.5673),tensor(3.2241),tensor(0.9777),tensor(0.8249)
0,0.8,tensor(2.5764),tensor(0.8977),tensor(0.5969),tensor(2.9614),tensor(0.9650),tensor(0.7695)
0,0.8,tensor(2.5341),tensor(0.8950),tensor(0.5707),tensor(2.8559),tensor(0.9514),tensor(0.6658)
0,0.8,tensor(2.6155),tensor(0.9055),tensor(0.5494),tensor(3.2436),tensor(0.9814),tensor(0.8213)
0,0.8,tensor(2.5550),tensor(0.8836),tensor(0.5221),tensor(3.2377),tensor(0.9786),tensor(0.8348)
0,0.8,tensor(2.5700),tensor(0.9000),tensor(0.6227),tensor(3.0118),tensor(0.9618),tensor(0.7732)
0,0.8,tensor(2.5668),tensor(0.8841),tensor(0.5875),tensor(3.2023),tensor(0.9805),tensor(0.8181)
0,0.8,tensor(2.6100),tensor(0.9023),tensor(0.6691),tensor(3.2786),tensor(0.9818),tensor(0.8464)
0,0.8,tensor(2.5582),tensor(0.9018),tensor(0.5512),tensor(2.8777),tensor(0.9600),tensor(0.7087)
