,c,base_eff,base_coverage,base_violation,eff,coverage,violation
0,0.01,tensor(2.4200),tensor(0.9027),tensor(0.0726),tensor(3.8964),tensor(0.9941),tensor(0.)
0,0.01,tensor(2.4395),tensor(0.9141),tensor(0.0876),tensor(3.9023),tensor(0.9973),tensor(0.)
0,0.01,tensor(2.2514),tensor(0.8777),tensor(0.1019),tensor(3.8905),tensor(0.9900),tensor(0.)
0,0.01,tensor(2.4200),tensor(0.9055),tensor(0.0900),tensor(3.8959),tensor(0.9936),tensor(0.)
0,0.01,tensor(2.4241),tensor(0.9100),tensor(0.0926),tensor(3.9055),tensor(0.9964),tensor(0.)
0,0.01,tensor(2.3432),tensor(0.8882),tensor(0.1097),tensor(3.8959),tensor(0.9918),tensor(0.)
0,0.01,tensor(2.3959),tensor(0.9032),tensor(0.0778),tensor(3.8968),tensor(0.9932),tensor(0.)
0,0.01,tensor(2.4368),tensor(0.9105),tensor(0.0772),tensor(3.8964),tensor(0.9941),tensor(0.)
0,0.01,tensor(2.4900),tensor(0.9214),tensor(0.0349),tensor(3.8995),tensor(0.9945),tensor(0.)
0,0.01,tensor(2.4732),tensor(0.9205),tensor(0.0959),tensor(3.8968),tensor(0.9955),tensor(0.)
0,0.05,tensor(2.4018),tensor(0.9082),tensor(0.0634),tensor(2.5327),tensor(0.9223),tensor(0.0487)
0,0.05,tensor(2.4450),tensor(0.9132),tensor(0.1027),tensor(2.5609),tensor(0.9182),tensor(0.0378)
0,0.05,tensor(2.2300),tensor(0.8718),tensor(0.0939),tensor(2.5482),tensor(0.9064),tensor(0.0831)
0,0.05,tensor(2.4155),tensor(0.9005),tensor(0.0894),tensor(2.5959),tensor(0.9173),tensor(0.0424)
0,0.05,tensor(2.4609),tensor(0.9159),tensor(0.0732),tensor(2.6527),tensor(0.9223),tensor(0.0425)
0,0.05,tensor(2.3900),tensor(0.9009),tensor(0.1179),tensor(2.6068),tensor(0.9214),tensor(0.0736)
0,0.05,tensor(2.4005),tensor(0.9009),tensor(0.0787),tensor(2.6218),tensor(0.9073),tensor(0.0830)
0,0.05,tensor(2.4068),tensor(0.9068),tensor(0.0798),tensor(2.9545),tensor(0.9355),tensor(0.0199)
0,0.05,tensor(2.4536),tensor(0.9127),tensor(0.0460),tensor(2.8586),tensor(0.9314),tensor(0.0169)
0,0.05,tensor(2.4536),tensor(0.9173),tensor(0.0897),tensor(2.6618),tensor(0.9350),tensor(0.0542)
0,0.1,tensor(2.5032),tensor(0.9145),tensor(0.0706),tensor(2.5364),tensor(0.9173),tensor(0.0483)
0,0.1,tensor(2.4068),tensor(0.9005),tensor(0.1076),tensor(2.4650),tensor(0.9018),tensor(0.0541)
0,0.1,tensor(2.3118),tensor(0.8827),tensor(0.1032),tensor(2.3173),tensor(0.8832),tensor(0.1094)
0,0.1,tensor(2.4718),tensor(0.9114),tensor(0.1165),tensor(2.4718),tensor(0.9114),tensor(0.1165)
0,0.1,tensor(2.4091),tensor(0.9045),tensor(0.0730),tensor(2.4750),tensor(0.9086),tensor(0.0699)
0,0.1,tensor(2.3727),tensor(0.8959),tensor(0.1093),tensor(2.3764),tensor(0.8959),tensor(0.1124)
0,0.1,tensor(2.4109),tensor(0.9005),tensor(0.0747),tensor(2.4732),tensor(0.9041),tensor(0.0747)
0,0.1,tensor(2.3286),tensor(0.9064),tensor(0.0733),tensor(2.3736),tensor(0.9082),tensor(0.0668)
0,0.1,tensor(2.4800),tensor(0.9195),tensor(0.0376),tensor(2.5545),tensor(0.9223),tensor(0.0347)
0,0.1,tensor(2.4623),tensor(0.9141),tensor(0.0858),tensor(2.4641),tensor(0.9141),tensor(0.0869)
0,0.15,tensor(2.3959),tensor(0.9005),tensor(0.0864),tensor(2.3959),tensor(0.9005),tensor(0.0864)
0,0.15,tensor(2.3691),tensor(0.9018),tensor(0.0960),tensor(2.4200),tensor(0.9045),tensor(0.0557)
0,0.15,tensor(2.3114),tensor(0.8845),tensor(0.0964),tensor(2.3114),tensor(0.8845),tensor(0.0964)
0,0.15,tensor(2.4664),tensor(0.9105),tensor(0.1109),tensor(2.4664),tensor(0.9105),tensor(0.1109)
0,0.15,tensor(2.5323),tensor(0.9232),tensor(0.0831),tensor(2.5323),tensor(0.9232),tensor(0.0831)
0,0.15,tensor(2.4327),tensor(0.9009),tensor(0.1163),tensor(2.4327),tensor(0.9009),tensor(0.1163)
0,0.15,tensor(2.3655),tensor(0.8977),tensor(0.0729),tensor(2.3895),tensor(0.9018),tensor(0.0575)
0,0.15,tensor(2.3468),tensor(0.9055),tensor(0.0723),tensor(2.3468),tensor(0.9055),tensor(0.0723)
