,c,base_eff,base_coverage,base_violation,eff,coverage,violation
0,0.01,tensor(2.2977),tensor(0.9045),tensor(0.0569),tensor(3.4664),tensor(0.9936),tensor(0.0141)
0,0.01,tensor(2.2486),tensor(0.8964),tensor(0.0634),tensor(3.2423),tensor(0.9841),tensor(0.0136)
0,0.01,tensor(2.2964),tensor(0.9014),tensor(0.0964),tensor(3.1091),tensor(0.9750),tensor(0.0384)
0,0.01,tensor(2.3282),tensor(0.9082),tensor(0.0278),tensor(3.4495),tensor(0.9909),tensor(0.0100)
0,0.01,tensor(2.2791),tensor(0.8986),tensor(0.0711),tensor(3.2427),tensor(0.9818),tensor(0.0131)
0,0.01,tensor(2.3141),tensor(0.9100),tensor(0.0802),tensor(3.4286),tensor(0.9923),tensor(0.0047)
0,0.01,tensor(2.3045),tensor(0.9045),tensor(0.0609),tensor(3.4218),tensor(0.9909),tensor(0.0034)
0,0.01,tensor(2.3505),tensor(0.9150),tensor(0.0489),tensor(3.1159),tensor(0.9795),tensor(0.0295)
0,0.01,tensor(2.3027),tensor(0.9032),tensor(0.0730),tensor(3.1318),tensor(0.9768),tensor(0.0283)
0,0.01,tensor(2.2818),tensor(0.9009),tensor(0.0757),tensor(3.4068),tensor(0.9895),tensor(0.0070)
0,0.05,tensor(2.2977),tensor(0.9045),tensor(0.0569),tensor(2.7459),tensor(0.9482),tensor(0.0582)
0,0.05,tensor(2.2486),tensor(0.8964),tensor(0.0634),tensor(2.7673),tensor(0.9577),tensor(0.0574)
0,0.05,tensor(2.2964),tensor(0.9014),tensor(0.0964),tensor(2.5264),tensor(0.9282),tensor(0.0697)
0,0.05,tensor(2.3282),tensor(0.9082),tensor(0.0278),tensor(3.1191),tensor(0.9800),tensor(0.0090)
0,0.05,tensor(2.2791),tensor(0.8986),tensor(0.0711),tensor(2.5323),tensor(0.9277),tensor(0.0636)
0,0.05,tensor(2.3141),tensor(0.9100),tensor(0.0802),tensor(2.7659),tensor(0.9536),tensor(0.0562)
0,0.05,tensor(2.3045),tensor(0.9045),tensor(0.0609),tensor(2.9832),tensor(0.9668),tensor(0.0302)
0,0.05,tensor(2.3505),tensor(0.9150),tensor(0.0489),tensor(2.9405),tensor(0.9682),tensor(0.0415)
0,0.05,tensor(2.3027),tensor(0.9032),tensor(0.0730),tensor(2.4732),tensor(0.9223),tensor(0.0783)
0,0.05,tensor(2.2818),tensor(0.9009),tensor(0.0757),tensor(3.0355),tensor(0.9718),tensor(0.0166)
0,0.1,tensor(2.2977),tensor(0.9045),tensor(0.0569),tensor(2.2977),tensor(0.9045),tensor(0.0569)
