,c,base_eff,base_coverage,base_violation,eff,coverage,violation
0,0.01,tensor(2.4086),tensor(0.9005),tensor(0.0634),tensor(3.9623),tensor(0.9995),tensor(0.0013)
0,0.01,tensor(2.4159),tensor(0.9086),tensor(0.0553),tensor(3.9436),tensor(0.9991),tensor(0.0050)
0,0.01,tensor(2.3427),tensor(0.8918),tensor(0.0901),tensor(3.9709),tensor(1.),tensor(0.0010)
0,0.01,tensor(2.4314),tensor(0.9082),tensor(0.0278),tensor(3.9214),tensor(0.9986),tensor(0.0022)
0,0.01,tensor(2.4127),tensor(0.8995),tensor(0.0495),tensor(3.8936),tensor(0.9982),tensor(0.0016)
0,0.01,tensor(2.3891),tensor(0.8941),tensor(0.0774),tensor(3.9723),tensor(1.),tensor(0.0025)
0,0.01,tensor(2.4636),tensor(0.9077),tensor(0.0549),tensor(3.9914),tensor(1.),tensor(0.0011)
0,0.01,tensor(2.4395),tensor(0.9091),tensor(0.0526),tensor(3.9827),tensor(1.),tensor(0.0020)
0,0.01,tensor(2.4114),tensor(0.9023),tensor(0.0813),tensor(3.9559),tensor(0.9995),tensor(0.0035)
0,0.01,tensor(2.4177),tensor(0.9027),tensor(0.0343),tensor(3.8868),tensor(0.9995),tensor(0.0085)
0,0.05,tensor(2.3086),tensor(0.8891),tensor(0.0578),tensor(3.1991),tensor(0.9768),tensor(0.0186)
0,0.05,tensor(2.3327),tensor(0.8850),tensor(0.0518),tensor(2.3414),tensor(0.8877),tensor(0.0527)
0,0.05,tensor(2.3286),tensor(0.8927),tensor(0.0698),tensor(2.6227),tensor(0.9245),tensor(0.0698)
0,0.05,tensor(2.5059),tensor(0.9055),tensor(0.0205),tensor(3.0286),tensor(0.9482),tensor(0.0028)
0,0.05,tensor(2.4073),tensor(0.8964),tensor(0.0560),tensor(3.0673),tensor(0.9682),tensor(0.0453)
0,0.05,tensor(2.3545),tensor(0.9014),tensor(0.0670),tensor(2.3886),tensor(0.9041),tensor(0.0659)
0,0.05,tensor(2.3205),tensor(0.8895),tensor(0.0569),tensor(2.3591),tensor(0.8950),tensor(0.0562)
0,0.05,tensor(2.4291),tensor(0.9068),tensor(0.0495),tensor(3.0700),tensor(0.9705),tensor(0.0244)
