,c,base_eff,base_coverage,base_violation,eff,coverage,violation
0,0.01,tensor(2.2836),tensor(0.9029),tensor(0.0261),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.2257),tensor(0.8995),tensor(0.0244),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.2393),tensor(0.9027),tensor(0.0275),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.2416),tensor(0.8993),tensor(0.0240),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.2721),tensor(0.9071),tensor(0.0227),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.2197),tensor(0.8945),tensor(0.0218),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.2642),tensor(0.9060),tensor(0.0293),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.2386),tensor(0.9001),tensor(0.0310),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.2641),tensor(0.9031),tensor(0.0245),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.2900),tensor(0.9040),tensor(0.0251),tensor(4.),tensor(1.),tensor(0.)
0,0.05,tensor(2.2733),tensor(0.9024),tensor(0.0371),tensor(2.2733),tensor(0.9024),tensor(0.0371)
0,0.05,tensor(2.2394),tensor(0.9011),tensor(0.0247),tensor(2.2394),tensor(0.9011),tensor(0.0247)
0,0.05,tensor(2.2482),tensor(0.9053),tensor(0.0257),tensor(2.3983),tensor(0.9264),tensor(0.0212)
0,0.05,tensor(2.2398),tensor(0.9001),tensor(0.0240),tensor(2.2398),tensor(0.9001),tensor(0.0240)
0,0.05,tensor(2.2526),tensor(0.9011),tensor(0.0224),tensor(2.2526),tensor(0.9011),tensor(0.0224)
0,0.05,tensor(2.2324),tensor(0.8964),tensor(0.0216),tensor(2.2324),tensor(0.8964),tensor(0.0216)
0,0.05,tensor(2.2484),tensor(0.9059),tensor(0.0376),tensor(2.2484),tensor(0.9059),tensor(0.0376)
0,0.05,tensor(2.2468),tensor(0.9011),tensor(0.0255),tensor(2.3654),tensor(0.9203),tensor(0.0231)
0,0.05,tensor(2.2705),tensor(0.9035),tensor(0.0247),tensor(2.2705),tensor(0.9035),tensor(0.0247)
0,0.05,tensor(2.3246),tensor(0.9101),tensor(0.0273),tensor(2.3404),tensor(0.9120),tensor(0.0251)
0,0.1,tensor(2.2505),tensor(0.8968),tensor(0.0321),tensor(2.2505),tensor(0.8968),tensor(0.0321)
0,0.1,tensor(2.2426),tensor(0.9017),tensor(0.0270),tensor(2.2426),tensor(0.9017),tensor(0.0270)
0,0.1,tensor(2.2588),tensor(0.9044),tensor(0.0269),tensor(2.2588),tensor(0.9044),tensor(0.0269)
0,0.1,tensor(2.2452),tensor(0.8965),tensor(0.0293),tensor(2.2452),tensor(0.8965),tensor(0.0293)
0,0.1,tensor(2.2433),tensor(0.8983),tensor(0.0212),tensor(2.2433),tensor(0.8983),tensor(0.0212)
0,0.1,tensor(2.2309),tensor(0.8972),tensor(0.0376),tensor(2.2309),tensor(0.8972),tensor(0.0376)
0,0.1,tensor(2.2738),tensor(0.9076),tensor(0.0252),tensor(2.2738),tensor(0.9076),tensor(0.0252)
0,0.1,tensor(2.2786),tensor(0.9045),tensor(0.0562),tensor(2.2786),tensor(0.9045),tensor(0.0562)
0,0.1,tensor(2.2698),tensor(0.9035),tensor(0.0240),tensor(2.2698),tensor(0.9035),tensor(0.0240)
0,0.1,tensor(2.2888),tensor(0.9019),tensor(0.0258),tensor(2.2888),tensor(0.9019),tensor(0.0258)
0,0.15,tensor(2.2548),tensor(0.8971),tensor(0.0305),tensor(2.2548),tensor(0.8971),tensor(0.0305)
0,0.15,tensor(2.2630),tensor(0.9023),tensor(0.0257),tensor(2.2630),tensor(0.9023),tensor(0.0257)
0,0.15,tensor(2.2733),tensor(0.9063),tensor(0.0264),tensor(2.2733),tensor(0.9063),tensor(0.0264)
0,0.15,tensor(2.2500),tensor(0.8983),tensor(0.0282),tensor(2.2500),tensor(0.8983),tensor(0.0282)
0,0.15,tensor(2.2665),tensor(0.9049),tensor(0.0285),tensor(2.2665),tensor(0.9049),tensor(0.0285)
0,0.15,tensor(2.2249),tensor(0.8944),tensor(0.0222),tensor(2.2249),tensor(0.8944),tensor(0.0222)
0,0.15,tensor(2.2710),tensor(0.9048),tensor(0.0267),tensor(2.2710),tensor(0.9048),tensor(0.0267)
0,0.15,tensor(2.2924),tensor(0.9059),tensor(0.0300),tensor(2.2924),tensor(0.9059),tensor(0.0300)
0,0.15,tensor(2.2526),tensor(0.8988),tensor(0.0287),tensor(2.2526),tensor(0.8988),tensor(0.0287)
0,0.15,tensor(2.3116),tensor(0.9037),tensor(0.0312),tensor(2.3116),tensor(0.9037),tensor(0.0312)
0,0.2,tensor(2.2909),tensor(0.9025),tensor(0.0322),tensor(2.2909),tensor(0.9025),tensor(0.0322)
0,0.2,tensor(2.2874),tensor(0.9056),tensor(0.0256),tensor(2.2874),tensor(0.9056),tensor(0.0256)
0,0.2,tensor(2.2802),tensor(0.9059),tensor(0.0290),tensor(2.2802),tensor(0.9059),tensor(0.0290)
0,0.2,tensor(2.2430),tensor(0.9005),tensor(0.0295),tensor(2.2430),tensor(0.9005),tensor(0.0295)
0,0.2,tensor(2.2446),tensor(0.8987),tensor(0.0241),tensor(2.2446),tensor(0.8987),tensor(0.0241)
0,0.2,tensor(2.2633),tensor(0.9011),tensor(0.0201),tensor(2.2633),tensor(0.9011),tensor(0.0201)
0,0.2,tensor(2.3112),tensor(0.9083),tensor(0.0300),tensor(2.3112),tensor(0.9083),tensor(0.0300)
0,0.2,tensor(2.2648),tensor(0.9060),tensor(0.0302),tensor(2.2648),tensor(0.9060),tensor(0.0302)
0,0.2,tensor(2.2557),tensor(0.8988),tensor(0.0284),tensor(2.2557),tensor(0.8988),tensor(0.0284)
0,0.2,tensor(2.2906),tensor(0.9037),tensor(0.0310),tensor(2.2906),tensor(0.9037),tensor(0.0310)
