,c,base_eff,base_coverage,base_violation,eff,coverage,violation
0,0.01,tensor(2.4645),tensor(0.8923),tensor(0.0452),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.4932),tensor(0.9041),tensor(0.0376),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.4895),tensor(0.9000),tensor(0.0702),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.3959),tensor(0.8777),tensor(0.0621),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.4832),tensor(0.9032),tensor(0.0621),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.4968),tensor(0.9009),tensor(0.0597),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.4641),tensor(0.8977),tensor(0.0498),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.6000),tensor(0.9200),tensor(0.0407),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.4991),tensor(0.9027),tensor(0.0445),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.4641),tensor(0.9027),tensor(0.0578),tensor(4.),tensor(1.),tensor(0.)
0,0.05,tensor(2.4432),tensor(0.8986),tensor(0.0372),tensor(2.7927),tensor(0.9332),tensor(0.0343)
0,0.05,tensor(2.5145),tensor(0.9027),tensor(0.0390),tensor(2.8609),tensor(0.9377),tensor(0.0285)
0,0.05,tensor(2.5032),tensor(0.8982),tensor(0.0670),tensor(2.6500),tensor(0.9182),tensor(0.0628)
0,0.05,tensor(2.4105),tensor(0.8868),tensor(0.0791),tensor(3.1868),tensor(0.9723),tensor(0.0313)
0,0.05,tensor(2.4800),tensor(0.9027),tensor(0.0728),tensor(2.4800),tensor(0.9027),tensor(0.0728)
0,0.05,tensor(2.4486),tensor(0.8918),tensor(0.0631),tensor(2.4486),tensor(0.8918),tensor(0.0631)
0,0.05,tensor(2.4573),tensor(0.8932),tensor(0.0531),tensor(2.9945),tensor(0.9482),tensor(0.0356)
0,0.05,tensor(2.5895),tensor(0.9150),tensor(0.0474),tensor(2.9709),tensor(0.9532),tensor(0.0399)
0,0.05,tensor(2.5100),tensor(0.9032),tensor(0.0349),tensor(3.0668),tensor(0.9632),tensor(0.0203)
0,0.05,tensor(2.4932),tensor(0.9073),tensor(0.0589),tensor(2.4932),tensor(0.9073),tensor(0.0589)
0,0.1,tensor(2.4605),tensor(0.8982),tensor(0.0447),tensor(2.4605),tensor(0.8982),tensor(0.0447)
0,0.1,tensor(2.5109),tensor(0.9005),tensor(0.0392),tensor(2.5109),tensor(0.9005),tensor(0.0392)
