,c,base_eff,base_coverage,base_violation,eff,coverage,violation
0,0.01,tensor(2.2126),tensor(0.9002),tensor(0.0799),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.2078),tensor(0.8988),tensor(0.0813),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.2115),tensor(0.9000),tensor(0.0931),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.2115),tensor(0.8996),tensor(0.0937),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.2124),tensor(0.9003),tensor(0.0997),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.2147),tensor(0.9001),tensor(0.0839),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.2148),tensor(0.9004),tensor(0.0777),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.2123),tensor(0.8995),tensor(0.0831),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.2141),tensor(0.9009),tensor(0.0944),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.2108),tensor(0.9000),tensor(0.0861),tensor(4.),tensor(1.),tensor(0.)
0,0.05,tensor(2.2128),tensor(0.9005),tensor(0.0810),tensor(3.6293),tensor(0.9923),tensor(0.0334)
0,0.05,tensor(2.2099),tensor(0.8995),tensor(0.0745),tensor(3.5680),tensor(0.9908),tensor(0.0437)
0,0.05,tensor(2.2124),tensor(0.8999),tensor(0.1063),tensor(3.5419),tensor(0.9903),tensor(0.0417)
0,0.05,tensor(2.2138),tensor(0.9002),tensor(0.0826),tensor(3.4222),tensor(0.9877),tensor(0.0540)
0,0.05,tensor(2.2143),tensor(0.9003),tensor(0.0852),tensor(3.6349),tensor(0.9920),tensor(0.0341)
0,0.05,tensor(2.2097),tensor(0.8996),tensor(0.0806),tensor(3.5865),tensor(0.9912),tensor(0.0386)
0,0.05,tensor(2.2162),tensor(0.9004),tensor(0.0903),tensor(3.3126),tensor(0.9848),tensor(0.0527)
0,0.05,tensor(2.2140),tensor(0.9006),tensor(0.0956),tensor(3.4325),tensor(0.9875),tensor(0.0468)
0,0.05,tensor(2.2158),tensor(0.9006),tensor(0.0890),tensor(3.4855),tensor(0.9889),tensor(0.0440)
0,0.05,tensor(2.2143),tensor(0.9005),tensor(0.0862),tensor(3.4997),tensor(0.9892),tensor(0.0472)
0,0.1,tensor(2.2149),tensor(0.9004),tensor(0.0744),tensor(2.2149),tensor(0.9004),tensor(0.0744)
0,0.1,tensor(2.2116),tensor(0.8993),tensor(0.0837),tensor(2.2116),tensor(0.8993),tensor(0.0837)
