,c,base_eff,base_coverage,base_violation,eff,coverage,violation
0,0.01,tensor(2.4027),tensor(0.8950),tensor(0.0524),tensor(2.5091),tensor(0.9050),tensor(0.0109)
0,0.01,tensor(2.4486),tensor(0.9050),tensor(0.0625),tensor(2.7382),tensor(0.9286),tensor(0.0176)
0,0.01,tensor(2.4073),tensor(0.9018),tensor(0.0697),tensor(2.9773),tensor(0.9500),tensor(0.0626)
0,0.01,tensor(2.4709),tensor(0.9127),tensor(0.0267),tensor(2.7236),tensor(0.9291),tensor(0.0267)
0,0.01,tensor(2.4500),tensor(0.8959),tensor(0.0438),tensor(3.0700),tensor(0.9441),tensor(0.0083)
0,0.01,tensor(2.4223),tensor(0.9055),tensor(0.0610),tensor(2.6982),tensor(0.9264),tensor(0.0063)
0,0.01,tensor(2.4423),tensor(0.9068),tensor(0.0626),tensor(2.9032),tensor(0.9445),tensor(0.0114)
0,0.01,tensor(2.3986),tensor(0.8918),tensor(0.0536),tensor(2.8573),tensor(0.9336),tensor(0.0310)
0,0.01,tensor(2.4286),tensor(0.9036),tensor(0.0763),tensor(2.5791),tensor(0.9168),tensor(0.0272)
0,0.01,tensor(2.4218),tensor(0.8986),tensor(0.0498),tensor(3.0518),tensor(0.9505),tensor(0.0293)
0,0.05,tensor(2.3959),tensor(0.8991),tensor(0.0667),tensor(2.4377),tensor(0.9036),tensor(0.0516)
0,0.05,tensor(2.5045),tensor(0.9105),tensor(0.0619),tensor(2.5109),tensor(0.9105),tensor(0.0549)
0,0.05,tensor(2.4732),tensor(0.9014),tensor(0.0710),tensor(2.4732),tensor(0.9014),tensor(0.0710)
0,0.05,tensor(2.4814),tensor(0.9150),tensor(0.0114),tensor(2.5523),tensor(0.9191),tensor(0.0110)
0,0.05,tensor(2.4318),tensor(0.8959),tensor(0.0456),tensor(2.4936),tensor(0.9041),tensor(0.0419)
0,0.05,tensor(2.4591),tensor(0.9118),tensor(0.0707),tensor(2.4591),tensor(0.9118),tensor(0.0707)
0,0.05,tensor(2.4086),tensor(0.8950),tensor(0.0549),tensor(2.4500),tensor(0.8991),tensor(0.0300)
0,0.05,tensor(2.4927),tensor(0.9068),tensor(0.0482),tensor(2.5382),tensor(0.9123),tensor(0.0303)
0,0.05,tensor(2.4291),tensor(0.9014),tensor(0.0596),tensor(2.4291),tensor(0.9014),tensor(0.0596)
0,0.05,tensor(2.4305),tensor(0.8977),tensor(0.0427),tensor(2.4900),tensor(0.9018),tensor(0.0160)
0,0.1,tensor(2.4314),tensor(0.8991),tensor(0.0574),tensor(2.4314),tensor(0.8991),tensor(0.0574)
0,0.1,tensor(2.4632),tensor(0.9114),tensor(0.0585),tensor(2.4632),tensor(0.9114),tensor(0.0585)
0,0.1,tensor(2.4186),tensor(0.8959),tensor(0.0762),tensor(2.4186),tensor(0.8959),tensor(0.0762)
0,0.1,tensor(2.4723),tensor(0.9159),tensor(0.0150),tensor(2.4777),tensor(0.9173),tensor(0.0090)
0,0.1,tensor(2.4136),tensor(0.8941),tensor(0.0448),tensor(2.4136),tensor(0.8941),tensor(0.0448)
0,0.1,tensor(2.4468),tensor(0.9068),tensor(0.0693),tensor(2.4468),tensor(0.9068),tensor(0.0693)
0,0.1,tensor(2.4359),tensor(0.9018),tensor(0.0527),tensor(2.4359),tensor(0.9018),tensor(0.0527)
0,0.1,tensor(2.4468),tensor(0.8959),tensor(0.0432),tensor(2.4468),tensor(0.8959),tensor(0.0432)
0,0.1,tensor(2.4195),tensor(0.8964),tensor(0.0717),tensor(2.4195),tensor(0.8964),tensor(0.0717)
0,0.1,tensor(2.4427),tensor(0.8959),tensor(0.0418),tensor(2.4427),tensor(0.8959),tensor(0.0418)
0,0.15,tensor(2.4068),tensor(0.8968),tensor(0.0627),tensor(2.4068),tensor(0.8968),tensor(0.0627)
0,0.15,tensor(2.5200),tensor(0.9173),tensor(0.0499),tensor(2.5200),tensor(0.9173),tensor(0.0499)
0,0.15,tensor(2.4818),tensor(0.9064),tensor(0.0689),tensor(2.4818),tensor(0.9064),tensor(0.0689)
0,0.15,tensor(2.4259),tensor(0.9064),tensor(0.0208),tensor(2.4259),tensor(0.9064),tensor(0.0208)
0,0.15,tensor(2.4109),tensor(0.8959),tensor(0.0429),tensor(2.4109),tensor(0.8959),tensor(0.0429)
0,0.15,tensor(2.4536),tensor(0.9041),tensor(0.0707),tensor(2.4536),tensor(0.9041),tensor(0.0707)
0,0.15,tensor(2.4255),tensor(0.8941),tensor(0.0543),tensor(2.4255),tensor(0.8941),tensor(0.0543)
0,0.15,tensor(2.4577),tensor(0.9045),tensor(0.0452),tensor(2.4577),tensor(0.9045),tensor(0.0452)
0,0.15,tensor(2.4359),tensor(0.8955),tensor(0.0608),tensor(2.4359),tensor(0.8955),tensor(0.0608)
0,0.15,tensor(2.4495),tensor(0.9018),tensor(0.0391),tensor(2.4495),tensor(0.9018),tensor(0.0391)
0,0.2,tensor(2.4377),tensor(0.8982),tensor(0.0562),tensor(2.4377),tensor(0.8982),tensor(0.0562)
0,0.2,tensor(2.4132),tensor(0.9073),tensor(0.0586),tensor(2.4132),tensor(0.9073),tensor(0.0586)
0,0.2,tensor(2.4045),tensor(0.8991),tensor(0.0714),tensor(2.4045),tensor(0.8991),tensor(0.0714)
0,0.2,tensor(2.4736),tensor(0.9123),tensor(0.0178),tensor(2.4736),tensor(0.9123),tensor(0.0178)
0,0.2,tensor(2.4691),tensor(0.8936),tensor(0.0553),tensor(2.4691),tensor(0.8936),tensor(0.0553)
0,0.2,tensor(2.4268),tensor(0.8982),tensor(0.0595),tensor(2.4268),tensor(0.8982),tensor(0.0595)
0,0.2,tensor(2.4568),tensor(0.8991),tensor(0.0498),tensor(2.4568),tensor(0.8991),tensor(0.0498)
0,0.2,tensor(2.4386),tensor(0.9018),tensor(0.0544),tensor(2.4386),tensor(0.9018),tensor(0.0544)
0,0.2,tensor(2.4327),tensor(0.8945),tensor(0.0639),tensor(2.4327),tensor(0.8945),tensor(0.0639)
0,0.2,tensor(2.4741),tensor(0.9041),tensor(0.0528),tensor(2.4741),tensor(0.9041),tensor(0.0528)
