0,0.1,tensor(2.5723),tensor(0.8941),tensor(0.1708),tensor(3.1009),tensor(0.9295),tensor(0.0940)
0,0.1,tensor(2.6136),tensor(0.9132),tensor(0.1751),tensor(3.0995),tensor(0.9350),tensor(0.1285)
0,0.1,tensor(2.5764),tensor(0.8977),tensor(0.1689),tensor(3.0241),tensor(0.9250),tensor(0.1371)
0,0.1,tensor(2.5341),tensor(0.8950),tensor(0.1739),tensor(2.9755),tensor(0.9232),tensor(0.1844)
0,0.1,tensor(2.6155),tensor(0.9055),tensor(0.1828),tensor(3.0400),tensor(0.9264),tensor(0.1407)
0,0.1,tensor(2.5550),tensor(0.8836),tensor(0.1951),tensor(3.0859),tensor(0.9109),tensor(0.0790)
0,0.1,tensor(2.5700),tensor(0.9000),tensor(0.1778),tensor(3.0845),tensor(0.9300),tensor(0.1046)
0,0.1,tensor(2.5668),tensor(0.8841),tensor(0.1520),tensor(3.0686),tensor(0.9186),tensor(0.1206)
0,0.1,tensor(2.6100),tensor(0.9023),tensor(0.1411),tensor(3.0468),tensor(0.9200),tensor(0.1024)
0,0.1,tensor(2.5582),tensor(0.9018),tensor(0.1834),tensor(2.9495),tensor(0.9232),tensor(0.1559)
