,c,base_eff,base_coverage,base_violation,eff,coverage,violation
0,0.01,tensor(2.4795),tensor(0.9050),tensor(0.0579),tensor(3.9745),tensor(1.),tensor(0.0020)
0,0.01,tensor(2.4500),tensor(0.9109),tensor(0.0594),tensor(3.9350),tensor(0.9995),tensor(0.0072)
0,0.01,tensor(2.3668),tensor(0.8918),tensor(0.0711),tensor(3.9582),tensor(1.),tensor(0.0036)
0,0.01,tensor(2.4573),tensor(0.9118),tensor(0.0170),tensor(3.9750),tensor(1.),tensor(0.0021)
0,0.01,tensor(2.4291),tensor(0.8991),tensor(0.0359),tensor(3.8705),tensor(0.9995),tensor(0.0073)
0,0.01,tensor(2.3982),tensor(0.8968),tensor(0.0629),tensor(3.9941),tensor(1.),tensor(0.0007)
0,0.01,tensor(2.3900),tensor(0.8900),tensor(0.0569),tensor(4.),tensor(1.),tensor(0.)
0,0.01,tensor(2.4295),tensor(0.9005),tensor(0.0487),tensor(3.9864),tensor(1.),tensor(0.0019)
0,0.01,tensor(2.3736),tensor(0.8950),tensor(0.0790),tensor(3.9791),tensor(1.),tensor(0.0026)
0,0.01,tensor(2.3832),tensor(0.8918),tensor(0.0386),tensor(3.9182),tensor(0.9995),tensor(0.0043)
0,0.05,tensor(2.3159),tensor(0.8864),tensor(0.0545),tensor(3.0250),tensor(0.9655),tensor(0.0121)
0,0.05,tensor(2.5341),tensor(0.9123),tensor(0.0517),tensor(2.5341),tensor(0.9123),tensor(0.0517)
0,0.05,tensor(2.3268),tensor(0.8873),tensor(0.0784),tensor(2.3341),tensor(0.8873),tensor(0.0802)
0,0.05,tensor(2.4586),tensor(0.9114),tensor(0.0148),tensor(3.0759),tensor(0.9736),tensor(0.0123)
0,0.05,tensor(2.4577),tensor(0.9032),tensor(0.0484),tensor(3.0164),tensor(0.9659),tensor(0.0364)
0,0.05,tensor(2.4141),tensor(0.9009),tensor(0.0659),tensor(2.4141),tensor(0.9009),tensor(0.0659)
0,0.05,tensor(2.3718),tensor(0.8900),tensor(0.0567),tensor(2.3718),tensor(0.8900),tensor(0.0567)
0,0.05,tensor(2.3727),tensor(0.8941),tensor(0.0467),tensor(3.1441),tensor(0.9755),tensor(0.0134)
0,0.05,tensor(2.4023),tensor(0.8945),tensor(0.0661),tensor(2.6436),tensor(0.9227),tensor(0.0676)
0,0.05,tensor(2.4318),tensor(0.8973),tensor(0.0450),tensor(3.0436),tensor(0.9673),tensor(0.0153)
0,0.1,tensor(2.3705),tensor(0.8850),tensor(0.0631),tensor(2.3705),tensor(0.8850),tensor(0.0631)
0,0.1,tensor(2.4850),tensor(0.9045),tensor(0.0423),tensor(2.4850),tensor(0.9045),tensor(0.0423)
0,0.1,tensor(2.4127),tensor(0.9009),tensor(0.0623),tensor(2.4127),tensor(0.9009),tensor(0.0623)
0,0.1,tensor(2.4523),tensor(0.9086),tensor(0.0248),tensor(2.4523),tensor(0.9086),tensor(0.0248)
0,0.1,tensor(2.4955),tensor(0.9055),tensor(0.0472),tensor(2.4955),tensor(0.9055),tensor(0.0472)
0,0.1,tensor(2.4636),tensor(0.9041),tensor(0.0558),tensor(2.4636),tensor(0.9041),tensor(0.0558)
0,0.1,tensor(2.4427),tensor(0.8964),tensor(0.0548),tensor(2.4427),tensor(0.8964),tensor(0.0548)
0,0.1,tensor(2.3936),tensor(0.8950),tensor(0.0513),tensor(2.3936),tensor(0.8950),tensor(0.0513)
0,0.1,tensor(2.4336),tensor(0.8968),tensor(0.0756),tensor(2.4336),tensor(0.8968),tensor(0.0756)
0,0.1,tensor(2.4277),tensor(0.9027),tensor(0.0455),tensor(2.5073),tensor(0.9159),tensor(0.0398)
0,0.15,tensor(2.4259),tensor(0.9041),tensor(0.0623),tensor(2.4259),tensor(0.9041),tensor(0.0623)
0,0.15,tensor(2.5041),tensor(0.9091),tensor(0.0553),tensor(2.5041),tensor(0.9091),tensor(0.0553)
0,0.15,tensor(2.4468),tensor(0.9045),tensor(0.0666),tensor(2.4468),tensor(0.9045),tensor(0.0666)
0,0.15,tensor(2.4945),tensor(0.9182),tensor(0.0197),tensor(2.4945),tensor(0.9182),tensor(0.0197)
0,0.15,tensor(2.3845),tensor(0.8936),tensor(0.0499),tensor(2.3845),tensor(0.8936),tensor(0.0499)
0,0.15,tensor(2.4032),tensor(0.9018),tensor(0.0695),tensor(2.4032),tensor(0.9018),tensor(0.0695)
0,0.15,tensor(2.4064),tensor(0.9032),tensor(0.0543),tensor(2.4064),tensor(0.9032),tensor(0.0543)
0,0.15,tensor(2.3900),tensor(0.8864),tensor(0.0497),tensor(2.3900),tensor(0.8864),tensor(0.0497)
0,0.15,tensor(2.4586),tensor(0.9023),tensor(0.0603),tensor(2.4586),tensor(0.9023),tensor(0.0603)
0,0.15,tensor(2.3686),tensor(0.8927),tensor(0.0522),tensor(2.3686),tensor(0.8927),tensor(0.0522)
0,0.2,tensor(2.3159),tensor(0.8868),tensor(0.0689),tensor(2.3159),tensor(0.8868),tensor(0.0689)
0,0.2,tensor(2.4895),tensor(0.9100),tensor(0.0507),tensor(2.4895),tensor(0.9100),tensor(0.0507)
0,0.2,tensor(2.3764),tensor(0.8941),tensor(0.0738),tensor(2.3764),tensor(0.8941),tensor(0.0738)
0,0.2,tensor(2.5100),tensor(0.9186),tensor(0.0073),tensor(2.5100),tensor(0.9186),tensor(0.0073)
0,0.2,tensor(2.4473),tensor(0.9018),tensor(0.0374),tensor(2.4473),tensor(0.9018),tensor(0.0374)
0,0.2,tensor(2.3923),tensor(0.8982),tensor(0.0666),tensor(2.3923),tensor(0.8982),tensor(0.0666)
0,0.2,tensor(2.5282),tensor(0.9127),tensor(0.0551),tensor(2.5282),tensor(0.9127),tensor(0.0551)
0,0.2,tensor(2.3700),tensor(0.8895),tensor(0.0512),tensor(2.3700),tensor(0.8895),tensor(0.0512)
0,0.2,tensor(2.3932),tensor(0.8859),tensor(0.0603),tensor(2.3932),tensor(0.8859),tensor(0.0603)
