,c,base_eff,base_coverage,base_violation,eff,coverage,violation
0,0.01,tensor(2.5245),tensor(0.9009),tensor(0.0671),tensor(3.4564),tensor(0.9718),tensor(0.0060)
0,0.01,tensor(2.4791),tensor(0.8914),tensor(0.0689),tensor(2.7232),tensor(0.9036),tensor(0.0123)
0,0.01,tensor(2.5223),tensor(0.8964),tensor(0.0726),tensor(2.8400),tensor(0.9191),tensor(0.0173)
0,0.01,tensor(2.4682),tensor(0.8950),tensor(0.1065),tensor(3.1805),tensor(0.9650),tensor(0.0257)
0,0.01,tensor(2.5105),tensor(0.8986),tensor(0.0752),tensor(2.6855),tensor(0.9009),tensor(0.0525)
0,0.01,tensor(2.5945),tensor(0.9132),tensor(0.0608),tensor(2.8623),tensor(0.9245),tensor(0.0150)
0,0.01,tensor(2.4809),tensor(0.8973),tensor(0.0753),tensor(2.9173),tensor(0.9141),tensor(0.0240)
0,0.01,tensor(2.5514),tensor(0.9068),tensor(0.0596),tensor(2.9577),tensor(0.9250),tensor(0.0107)
0,0.01,tensor(2.5045),tensor(0.9086),tensor(0.0684),tensor(3.3218),tensor(0.9741),tensor(0.0233)
0,0.01,tensor(2.5968),tensor(0.9118),tensor(0.0452),tensor(3.2673),tensor(0.9618),tensor(0.0064)
0,0.05,tensor(2.5014),tensor(0.8941),tensor(0.0762),tensor(2.6650),tensor(0.9127),tensor(0.0390)
0,0.05,tensor(2.4864),tensor(0.8873),tensor(0.0683),tensor(2.5450),tensor(0.8882),tensor(0.0446)
0,0.05,tensor(2.5114),tensor(0.9055),tensor(0.0705),tensor(2.5659),tensor(0.9077),tensor(0.0531)
0,0.05,tensor(2.4868),tensor(0.8945),tensor(0.1037),tensor(2.4868),tensor(0.8945),tensor(0.1037)
0,0.05,tensor(2.5209),tensor(0.9009),tensor(0.0851),tensor(2.5291),tensor(0.9018),tensor(0.0764)
0,0.05,tensor(2.5336),tensor(0.9009),tensor(0.0590),tensor(2.6050),tensor(0.9023),tensor(0.0305)
0,0.05,tensor(2.5445),tensor(0.9050),tensor(0.0631),tensor(2.5936),tensor(0.9059),tensor(0.0420)
0,0.05,tensor(2.4986),tensor(0.8995),tensor(0.0610),tensor(2.5741),tensor(0.9055),tensor(0.0500)
0,0.05,tensor(2.5677),tensor(0.9082),tensor(0.0766),tensor(2.5795),tensor(0.9086),tensor(0.0709)
0,0.05,tensor(2.5482),tensor(0.9009),tensor(0.0479),tensor(2.6468),tensor(0.9036),tensor(0.0326)
0,0.1,tensor(2.5441),tensor(0.9077),tensor(0.0719),tensor(2.5441),tensor(0.9077),tensor(0.0719)
0,0.1,tensor(2.4923),tensor(0.8950),tensor(0.0757),tensor(2.4923),tensor(0.8950),tensor(0.0757)
0,0.1,tensor(2.4914),tensor(0.8982),tensor(0.0604),tensor(2.4914),tensor(0.8982),tensor(0.0604)
0,0.1,tensor(2.4891),tensor(0.8923),tensor(0.1049),tensor(2.4891),tensor(0.8923),tensor(0.1049)
0,0.1,tensor(2.5414),tensor(0.8973),tensor(0.0812),tensor(2.5414),tensor(0.8973),tensor(0.0812)
0,0.1,tensor(2.5245),tensor(0.9059),tensor(0.0696),tensor(2.5245),tensor(0.9059),tensor(0.0696)
0,0.1,tensor(2.5123),tensor(0.9005),tensor(0.0634),tensor(2.5123),tensor(0.9005),tensor(0.0634)
0,0.1,tensor(2.5882),tensor(0.9077),tensor(0.0598),tensor(2.5882),tensor(0.9077),tensor(0.0598)
0,0.1,tensor(2.5268),tensor(0.9018),tensor(0.0837),tensor(2.5268),tensor(0.9018),tensor(0.0837)
